supersector_code,supersector_name,year,quarter_label,quarter,event_time,post,employment,avg_hourly_earnings,log_emp,log_wage,log_wbill,n_months,preliminary
20,Construction,2017,Q2,2,-22,0,6936.333333333333,28.74,8.84452857574467,3.358289880650879,12.202818456395548,3,0
20,Construction,2017,Q3,3,-21,0,6994.333333333333,29.016666666666666,8.852855576386585,3.3678703775460885,12.220725953932673,3,0
20,Construction,2017,Q4,4,-20,0,7063.333333333333,29.203333333333333,8.862672362594235,3.374282858010163,12.236955220604397,3,0
20,Construction,2018,Q1,1,-19,0,7157.0,29.473333333333333,8.875846177738598,3.3834858997299873,12.259332077468585,3,0
20,Construction,2018,Q2,2,-18,0,7259.333333333333,29.7,8.890043276237897,3.391147045808654,12.28119032204655,3,0
20,Construction,2018,Q3,3,-17,0,7346.666666666667,30.046666666666667,8.902001974598742,3.4027517285943927,12.304753703193134,3,0
20,Construction,2018,Q4,4,-16,0,7390.333333333333,30.33,8.9079281189241,3.41213732170049,12.32006544062459,3,0
20,Construction,2019,Q1,1,-15,0,7415.0,30.433333333333334,8.911260254572033,3.415538498932813,12.326798753504846,3,0
20,Construction,2019,Q2,2,-14,0,7482.666666666667,30.673333333333332,8.920344513674133,3.4233936560592126,12.343738169733346,3,0
20,Construction,2019,Q3,3,-13,0,7534.333333333333,30.826666666666668,8.927225631145479,3.4283801162559575,12.355605747401437,3,0
20,Construction,2019,Q4,4,-12,0,7540.333333333333,31.093333333333334,8.928021668689725,3.4369934339340724,12.365015102623799,3,0
20,Construction,2020,Q1,1,-11,0,7575.333333333333,31.333333333333332,8.932652633809845,3.4446824936018943,12.377335127411738,3,0
20,Construction,2020,Q2,2,-10,0,6895.0,31.463333333333335,8.838551790227402,3.4488228466687434,12.287374636896146,3,0
20,Construction,2020,Q3,3,-9,0,7225.0,31.796666666666667,8.885302512980633,3.459361462489007,12.34466397546964,3,0
20,Construction,2020,Q4,4,-8,0,7326.333333333333,31.996666666666666,8.899230442349165,3.4656317307073357,12.3648621730565,3,0
20,Construction,2021,Q1,1,-7,0,7346.333333333333,32.223333333333336,8.901956601518581,3.4726908278084045,12.374647429326986,3,0
20,Construction,2021,Q2,2,-6,0,7394.666666666667,32.696666666666665,8.908514298627503,3.4872731359081146,12.395787434535618,3,0
20,Construction,2021,Q3,3,-5,0,7447.0,33.09,8.915566545710645,3.499231121933521,12.414797667644166,3,0
20,Construction,2021,Q4,4,-4,0,7558.333333333333,33.49333333333333,8.930405986315227,3.5113464140517787,12.441752400367006,3,0
20,Construction,2022,Q1,1,-3,0,7646.0,33.97666666666667,8.941937914256359,3.525674014512212,12.46761192876857,3,0
20,Construction,2022,Q2,2,-2,0,7732.333333333333,34.52333333333333,8.95316595028016,3.5416354239326777,12.49480137421284,3,0
20,Construction,2022,Q3,3,-1,0,7808.333333333333,34.95333333333333,8.962946818438514,3.554013838476277,12.51696065691479,3,0
20,Construction,2022,Q4,4,0,1,7865.0,35.45666666666667,8.970177815492379,3.568311293595464,12.538489109087841,3,0
20,Construction,2023,Q1,1,1,1,7933.666666666667,35.82666666666667,8.978870586915498,3.578692495079181,12.55756308199468,3,0
20,Construction,2023,Q2,2,2,1,7975.333333333333,36.25333333333334,8.98410872406274,3.59053133109616,12.5746400551589,3,0
20,Construction,2023,Q3,3,3,1,8037.0,36.79666666666666,8.991811158212718,3.6054072613621506,12.597218419574869,3,0
20,Construction,2023,Q4,4,4,1,8089.333333333333,37.163333333333334,8.998301600394079,3.6153226121113704,12.61362421250545,3,0
20,Construction,2024,Q1,1,5,1,8139.666666666667,37.60666666666666,9.00450450811716,3.62718133964372,12.631685847760881,3,0
20,Construction,2024,Q2,2,6,1,8180.666666666667,38.04333333333333,9.009528925868384,3.6387258608973987,12.648254786765783,3,0
20,Construction,2024,Q3,3,7,1,8232.666666666666,38.39333333333334,9.015865259009658,3.647883833410417,12.663749092420074,3,0
20,Construction,2024,Q4,4,8,1,8268.333333333334,38.800000000000004,9.020188236067039,3.6584202466292277,12.678608482696268,3,0
20,Construction,2025,Q1,1,9,1,8268.0,39.14333333333334,9.020147920801659,3.6672301227088804,12.68737804351054,3,0
20,Construction,2025,Q2,2,10,1,8269.0,39.48,9.020268861722167,3.675794214565281,12.696063076287448,3,0
